wedge,22,1000.00 567.06 417.66,1000.00 567.06 417.66,1075.00 717.06 417.66,925.00 717.06 417.66,1150.00 867.06 417.66,850.00 867.06 417.66,1225.00 1017.06 417.66,775.00 1017.06 417.66,1300.00 1167.06 417.66,700.00 1167.06 417.66
wedge,23,1000.00 840.56 262.53,1000.00 840.56 262.53,1075.00 990.56 262.53,925.00 990.56 262.53,1150.00 1140.56 262.53,850.00 1140.56 262.53,1225.00 1290.56 262.53,775.00 1290.56 262.53,1300.00 1440.56 262.53,700.00 1440.56 262.53
wedge,24,1000.00 835.70 367.77,1000.00 835.70 367.77,1075.00 985.70 367.77,925.00 985.70 367.77,1150.00 1135.70 367.77,850.00 1135.70 367.77,1225.00 1285.70 367.77,775.00 1285.70 367.77,1300.00 1435.70 367.77,700.00 1435.70 367.77
swarm,0,1023.55 1662.32 398.18,1068.97 1939.51 255.46,1030.93 1884.73 402.10,974.05 1691.83 236.82,905.05 1893.61 328.96,1030.15 1922.52 407.02,1088.88 1866.73 375.11,1036.62 1857.53 398.47,1044.71 1768.00 270.02,1094.15 1668.00 399.04
swarm,1,999.89 1525.14 507.30,1090.33 1689.21 476.59,919.20 1555.91 464.37,1060.67 1481.21 450.98,1083.86 1727.69 369.70,935.63 1553.56 426.29,988.71 1703.24 367.37,1061.36 1714.33 515.41,965.13 1563.23 376.26,1030.47 1612.50 507.30
swarm,2,938.17 1429.31 536.75,1059.92 1428.38 362.07,1035.32 1307.74 361.08,919.93 1361.13 467.35,1016.94 1405.53 457.47,929.27 1420.96 464.27,1026.60 1393.13 388.49,937.22 1255.23 432.41,946.39 1307.77 444.52,1013.68 1350.15 498.57
swarm,3,901.43 1355.42 473.43,1055.66 1448.42 494.43,950.60 1504.56 534.61,1043.60 1386.64 474.04,943.84 1390.33 596.82,949.68 1355.75 441.43,1089.28 1419.89 596.75,992.01 1490.82 477.79,904.55 1492.16 562.15,1044.75 1331.06 595.32
swarm,4,999.80 724.57 402.31,1011.14 673.13 364.22,950.85 676.41 264.86,971.01 642.80 334.98,1098.50 633.76 404.14,1008.06 641.74 413.13,997.36 567.35 354.08,1073.27 638.25 259.09,961.71 786.95 396.22,1021.89 691.11 308.51
swarm,5,1034.41 998.68 560.88,964.85 1095.73 545.21,907.70 971.75 607.80,1089.34 1042.00 598.80,1064.26 990.04 551.99,936.66 994.21 567.58,973.35 948.15 603.80,982.93 919.49 672.64,935.59 1040.41 543.50,1018.01 1061.47 521.81
swarm,6,1039.56 479.20 244.74,908.69 646.37 407.52,1015.92 457.79 386.05,1038.73 634.74 370.56,936.29 502.91 278.01,1047.34 587.15 418.53,976.29 563.98 412.07,904.88 616.80 298.09,967.54 642.21 417.55,987.83 640.28 298.58
swarm,7,989.25 1802.29 454.01,990.75 1926.42 473.85,1040.81 1770.29 569.35,967.89 1868.76 553.95,1072.97 1676.29 579.89,916.60 1885.33 574.90,1089.41 1726.91 505.31,1094.21 1759.41 423.46,1001.28 1797.57 562.09,1034.22 1861.75 567.64
swarm,8,924.80 1120.76 395.27,1052.17 990.55 258.78,1043.64 1106.94 342.49,970.46 959.34 420.47,1011.74 994.96 362.88,988.60 1072.71 376.49,1000.17 947.28 261.87,914.48 943.20 330.49,993.35 837.12 288.38,1044.43 962.50 290.27
swarm,9,1002.51 375.28 552.76,952.63 247.92 657.95,929.73 359.66 668.28,1094.37 317.21 504.37,1005.61 436.06 645.68,968.84 367.36 624.67,1008.23 333.15 563.45,1085.70 456.18 528.97,989.20 275.77 616.34,1076.78 300.77 604.02
swarm,10,1052.68 403.60 552.91,934.30 575.87 501.93,1078.13 631.36 397.77,1038.64 636.83 466.87,1005.20 626.83 463.96,984.96 639.89 449.92,957.86 477.41 435.70,929.71 582.45 408.22,1073.94 572.95 457.47,907.89 470.50 491.10
swarm,11,901.23 1608.50 506.08,900.11 1677.27 418.48,1097.11 1609.02 422.14,986.72 1759.35 536.08,1096.54 1665.50 534.19,1053.60 1636.96 439.29,950.16 1671.64 445.90,1046.85 1625.16 394.66,941.26 1649.04 469.59,901.49 1524.91 464.12
swarm,12,1069.27 1496.88 333.41,1090.35 1686.80 260.06,999.52 1618.97 434.99,938.66 1586.11 440.93,962.20 1462.74 321.89,920.07 1465.12 306.03,1019.22 1532.80 412.36,1021.52 1574.22 431.88,1026.54 1584.91 358.52,1082.91 1595.45 366.18
swarm,13,916.80 1443.42 291.29,1013.50 1555.99 310.45,1016.99 1599.02 363.13,924.37 1647.54 408.47,965.79 1430.17 278.60,974.56 1427.54 324.67,1000.55 1414.69 324.11,951.71 1538.64 350.49,1043.45 1682.68 250.14,955.94 1394.51 330.02
swarm,14,1079.77 1698.77 460.08,1045.45 1793.15 459.08,943.79 1724.70 480.11,1074.57 1793.73 367.85,1054.38 1781.67 432.46,1054.81 1643.26 323.68,967.91 1639.12 351.34,906.83 1926.03 303.99,992.91 1820.54 430.46,1035.18 1914.78 431.89
swarm,15,959.71 1606.98 501.34,1043.74 1619.82 417.51,989.17 1882.71 375.51,1025.51 1789.12 524.88,968.85 1619.95 449.21,1071.14 1861.75 380.90,1018.87 1698.02 412.08,972.07 1814.21 415.34,1015.61 1837.99 453.85,961.04 1765.13 413.36
swarm,16,966.85 937.04 520.08,979.63 858.72 481.48,946.09 1041.77 506.62,991.61 903.80 607.72,1022.02 818.91 519.99,1050.43 917.87 471.13,973.17 922.13 491.82,985.55 953.86 596.31,1011.20 1014.38 645.58,1057.06 856.21 597.27
swarm,17,1072.11 1464.29 342.84,910.28 1389.70 260.79,1094.63 1229.33 364.97,1077.10 1412.05 339.49,941.45 1520.24 266.21,1087.68 1436.50 332.73,1045.65 1334.17 285.46,953.43 1229.93 394.71,963.70 1290.47 291.05,1039.59 1525.82 449.62
swarm,18,957.05 413.92 559.46,942.30 519.14 522.35,1062.15 360.91 620.20,986.10 560.13 576.05,1042.41 534.45 584.12,993.94 410.93 577.78,968.36 499.62 539.84,1006.17 342.33 591.21,963.23 512.27 562.23,1038.36 432.09 519.86
swarm,19,947.10 1804.41 449.52,1010.05 1586.72 562.46,1056.19 1564.79 452.67,1040.22 1696.52 508.88,1098.25 1597.42 576.78,998.20 1792.91 608.45,1071.74 1792.35 543.59,1009.32 1719.81 523.52,1021.72 1779.36 599.84,927.03 1687.76 597.90
swarm,20,1082.41 1422.61 493.31,986.52 1542.80 505.61,1095.25 1468.93 512.02,924.29 1574.73 629.05,1018.75 1382.36 515.20,947.44 1557.38 445.42,1061.46 1598.52 532.02,915.60 1578.69 535.76,1023.44 1551.69 529.07,966.02 1430.57 510.11
swarm,21,990.07 1501.22 534.07,1038.05 1642.98 595.14,955.54 1533.27 629.28,956.58 1639.47 612.39,1025.64 1429.91 616.98,977.87 1401.93 491.06,1055.38 1633.91 457.45,1089.51 1530.47 459.39,1023.50 1400.10 523.56,940.14 1415.77 638.75
swarm,22,1079.18 1343.46 611.16,981.91 1610.97 544.80,924.89 1554.69 516.20,996.51 1407.04 556.96,1042.54 1381.95 460.67,1013.85 1511.83 615.55,929.36 1353.51 606.29,977.52 1346.65 474.98,993.57 1598.37 600.04,1059.06 1401.55 447.89
swarm,23,1061.19 1497.53 521.05,1078.22 1438.13 472.58,1090.59 1530.49 383.32,1082.69 1455.91 463.82,1000.02 1406.70 415.37,1094.06 1472.10 418.62,972.42 1318.35 473.56,1091.96 1361.84 445.45,1033.31 1391.96 567.86,1077.11 1338.86 540.55
swarm,24,976.27 509.61 405.88,922.00 362.14 216.39,980.45 415.32 329.85,938.36 266.53 395.98,1097.19 430.91 259.74,968.88 276.14 343.56,979.77 390.30 354.18,961.26 518.41 394.34,931.13 524.48 402.34,923.43 539.35 277.52
stairs,0,1033.68 493.73 262.87,1014.97 649.36 306.59,961.74 804.98 350.30,990.57 960.61 394.01,1022.07 1116.24 437.72,1010.53 1271.87 481.44,1010.71 1427.49 525.15,1023.61 1583.12 568.86,991.97 1738.75 612.57,955.23 1894.37 656.29
stairs,1,1006.67 422.55 229.15,960.82 585.30 276.23,982.40 748.04 323.32,1003.44 910.79 370.40,1010.51 1073.53 417.49,994.25 1236.28 464.57,986.21 1399.02 511.66,977.46 1561.77 558.74,968.80 1724.51 605.83,1047.94 1887.26 652.91
stairs,2,989.98 536.49 253.53,1010.62 687.84 298.18,968.52 839.19 342.82,1015.36 990.54 387.47,1042.67 1141.89 432.12,986.11 1293.24 476.76,958.08 1444.60 521.41,1035.58 1595.95 566.06,989.79 1747.30 610.71,1027.29 1898.65 655.35
stairs,3,990.43 342.15 244.77,994.53 512.94 290.29,976.78 683.72 335.81,1036.01 854.51 381.34,1018.89 1025.29 426.86,979.12 1196.08 472.38,975.73 1366.86 517.91,1032.12 1537.65 563.43,984.92 1708.43 608.95,975.54 1879.22 654.48
stairs,4,985.00 473.73 288.24,992.46 631.36 329.42,1009.11 788.98 370.59,1010.79 946.61 411.77,1046.36 1104.24 452.94,1046.04 1261.87 494.12,1003.90 1419.49 535.30,992.80 1577.12 576.47,990.51 1734.75 617.65,1009.18 1892.37 658.82
stairs,5,1032.62 236.61 246.24,1039.92 417.95 291.61,973.10 599.29 336.99,977.49 780.63 382.37,1018.71 961.97 427.74,1046.54 1143.31 473.12,959.86 1324.64 518.49,994.86 1505.98 563.87,1007.01 1687.32 609.25,1030.69 1868.66 654.62
stairs,6,1048.83 272.27 272.88,1022.01 450.04 315.59,1015.37 627.82 358.30,954.95 805.59 401.01,1011.43 983.36 443.73,1001.08 1161.14 486.44,1024.00 1338.91 529.15,1003.13 1516.68 571.86,1009.94 1694.45 614.58,1033.64 1872.23 657.29
stairs,7,968.95 405.99 254.43,983.17 570.39 298.99,963.67 734.79 343.55,1008.34 899.19 388.10,1025.92 1063.59 432.66,987.76 1227.99 477.22,951.00 1392.39 521.77,978.88 1556.80 566.33,1040.98 1721.20 610.89,1030.51 1885.60 655.44
stairs,8,978.66 408.58 256.73,957.87 572.72 301.05,1045.28 736.86 345.38,956.31 901.00 389.71,1041.80 1065.15 434.04,975.72 1229.29 478.36,1048.74 1393.43 522.69,992.75 1557.57 567.02,980.36 1721.72 611.35,955.90 1885.86 655.67
stairs,9,1049.64 252.31 250.24,1022.95 432.08 295.22,986.95 611.84 340.19,1021.53 791.61 385.17,966.88 971.38 430.15,992.68 1151.15 475.12,960.62 1330.92 520.10,1009.96 1510.69 565.07,967.97 1690.46 610.05,1015.77 1870.23 655.02
stairs,10,1009.94 107.29 241.01,960.56 301.56 286.91,992.13 495.83 332.81,1031.61 690.10 378.71,1001.03 884.37 424.61,963.34 1078.64 470.51,1001.68 1272.91 516.40,1038.09 1467.19 562.30,1030.20 1661.46 608.20,975.39 1855.73 654.10
stairs,11,1046.49 71.50 289.09,1017.16 269.35 330.18,953.96 467.20 371.28,965.83 665.05 412.37,991.96 862.90 453.46,1047.36 1060.75 494.55,960.01 1258.60 535.64,1041.56 1456.45 576.73,1016.23 1654.30 617.82,1020.93 1852.15 658.91
stairs,12,999.53 357.92 234.68,995.67 527.13 281.21,956.42 696.33 327.74,1039.83 865.54 374.27,1020.71 1034.75 420.81,1028.60 1203.96 467.34,1032.10 1373.17 513.87,990.61 1542.38 560.40,1035.01 1711.58 606.94,972.68 1880.79 653.47
stairs,13,978.51 215.56 258.01,959.63 399.01 302.21,971.93 582.45 346.41,1018.93 765.89 390.61,1017.08 949.34 434.81,977.99 1132.78 479.01,1025.67 1316.22 523.20,1038.24 1499.67 567.40,1013.82 1683.11 611.60,991.01 1866.56 655.80
stairs,14,995.16 279.49 299.76,956.06 456.54 339.78,1020.37 633.59 379.81,956.90 810.64 419.83,992.47 987.69 459.86,1045.13 1164.74 499.88,1000.40 1341.79 539.90,1044.49 1518.85 579.93,997.12 1695.90 619.95,957.67 1872.95 659.98
stairs,15,1016.14 408.38 261.16,999.81 572.54 305.05,966.16 736.70 348.93,985.35 900.86 392.81,952.16 1065.03 436.70,1021.11 1229.19 480.58,1007.35 1393.35 524.47,1025.73 1557.51 568.35,1030.73 1721.68 612.23,957.37 1885.84 656.12
stairs,16,1046.99 305.29 218.79,1016.02 479.76 266.91,1047.40 654.23 315.03,972.53 828.70 363.15,1027.13 1003.17 411.27,999.75 1177.64 459.39,960.81 1352.12 507.51,994.97 1526.59 555.64,1002.07 1701.06 603.76,1002.99 1875.53 651.88
stairs,17,1029.52 113.14 281.31,975.77 306.82 323.18,1015.77 500.51 365.05,978.17 694.20 406.91,996.25 887.88 448.78,964.07 1081.57 490.65,1003.52 1275.26 532.52,962.58 1468.94 574.39,961.03 1662.63 616.26,968.01 1856.31 658.13
stairs,18,969.40 504.22 218.36,1029.03 658.79 266.52,1039.40 813.37 314.69,983.74 967.95 362.85,997.12 1122.53 411.02,1044.46 1277.11 459.18,1011.66 1431.69 507.34,989.99 1586.26 555.51,955.26 1740.84 603.67,1035.80 1895.42 651.84
stairs,19,995.15 188.77 220.59,1028.17 374.90 268.53,996.49 561.02 316.47,973.16 747.14 364.41,1031.43 933.26 412.35,1000.67 1119.39 460.29,1017.49 1305.51 508.23,1041.64 1491.63 556.18,977.00 1677.75 604.12,1035.34 1863.88 652.06
stairs,20,1006.88 152.04 294.82,1015.55 341.84 335.33,1028.38 531.63 375.85,1008.63 721.43 416.37,1048.34 911.22 456.89,1006.45 1101.02 497.41,1024.18 1290.82 537.93,960.76 1480.61 578.44,1005.89 1670.41 618.96,1046.72 1860.20 659.48
stairs,21,999.00 493.53 289.24,958.21 649.18 330.32,1031.17 804.83 371.39,952.42 960.47 412.47,1015.22 1116.12 453.54,968.81 1271.77 494.62,986.67 1427.41 535.70,1042.03 1583.06 576.77,977.53 1738.71 617.85,974.03 1894.35 658.92
stairs,22,1025.58 142.39 210.10,1005.89 333.15 259.09,1006.98 523.91 308.08,1013.85 714.67 357.07,987.04 905.43 406.06,963.88 1096.19 455.05,1034.17 1286.95 504.04,961.76 1477.72 553.03,960.91 1668.48 602.02,992.84 1859.24 651.01
stairs,23,965.94 134.72 235.59,955.66 326.25 282.03,995.31 517.78 328.47,956.93 709.31 374.91,951.36 900.83 421.35,1004.18 1092.36 467.79,970.17 1283.89 514.23,984.59 1475.42 560.68,963.09 1666.94 607.12,1014.39 1858.47 653.56
stairs,24,1021.75 58.02 240.19,958.04 257.22 286.17,958.27 456.41 332.15,1015.78 655.61 378.13,972.63 854.81 424.11,1041.61 1054.01 470.10,1025.76 1253.21 516.08,1022.30 1452.41 562.06,1025.11 1651.60 608.04,966.65 1850.80 654.02
random,0,978.60 425.83 523.02,990.95 1225.53 274.40,1030.81 974.19 481.76,1008.32 1969.16 563.06,975.34 1525.23 219.12,974.74 178.55 642.11,1034.23 1771.89 224.17,980.50 575.60 358.62,986.70 703.68 269.36,993.45 421.53 395.71
random,1,1009.93 95.05 361.42,950.74 267.94 535.84,967.39 482.85 648.75,957.05 976.93 302.76,1035.37 1619.55 683.95,1047.22 1968.27 376.21,959.41 109.98 579.10,999.90 1117.38 433.38,963.89 343.31 695.42,971.84 471.52 659.56
random,2,994.10 1161.87 639.00,952.61 1326.88 238.13,960.17 157.21 387.81,963.16 1300.75 354.05,1030.00 1018.94 403.35,968.80 1614.68 415.23,981.30 1535.25 648.99,984.12 609.53 413.81,966.66 1411.62 662.53,1049.15 375.40 697.62
random,3,1010.77 1324.28 268.50,1005.40 990.68 411.38,1047.93 1441.99 457.41,1009.24 539.87 465.39,950.04 89.38 441.32,1004.52 418.46 553.19,992.41 799.24 304.02,1003.70 367.81 419.91,1030.37 1632.32 544.66,964.41 514.78 216.89
random,4,1017.59 864.44 439.51,1023.07 1394.45 392.82,1031.09 1281.81 578.23,1038.77 437.36 380.13,1046.41 451.36 280.53,967.33 1455.10 653.05,990.22 1232.68 459.47,975.93 1059.67 378.08,964.42 884.98 602.93,983.40 84.66 578.61
random,5,988.63 1423.93 687.13,1033.76 237.90 426.36,1045.43 1039.50 398.36,1013.45 816.64 511.30,1039.79 451.28 570.31,1010.83 1712.77 638.22,989.97 464.68 614.64,986.91 434.47 490.84,953.45 497.80 436.00,962.21 828.53 679.02
random,6,1036.52 1297.38 411.13,1001.84 1706.49 349.09,1023.14 876.30 629.97,1038.70 836.03 671.71,973.82 1125.86 526.96,967.60 1048.19 604.35,1020.35 1467.03 347.07,1042.17 2006.05 445.43,1028.69 1563.80 408.24,994.11 944.25 468.30
random,7,958.67 931.14 279.51,1015.71 692.69 398.18,1036.37 2037.24 528.58,976.00 1903.77 470.49,973.07 240.56 241.40,952.09 1942.95 326.55,1009.10 438.48 516.26,953.27 912.04 502.56,1044.15 1197.51 252.13,961.84 1322.94 297.89
random,8,1045.11 607.94 355.59,992.67 1753.60 286.49,1022.94 1162.38 245.66,996.67 1693.81 368.74,1017.07 924.41 288.72,1046.65 1889.17 270.68,1040.18 253.57 580.91,990.89 778.57 404.08,991.90 998.08 573.17,994.09 1617.40 475.74
random,9,1012.30 1382.69 554.99,966.05 1956.14 606.71,983.67 170.00 225.95,971.07 1982.84 400.56,981.88 1523.70 690.95,991.10 1967.42 518.28,993.61 1696.38 508.83,1022.42 1544.94 598.14,1008.08 924.41 612.06,1008.42 1199.76 645.10
random,10,1004.85 314.86 434.14,954.55 1732.52 604.70,984.93 1930.14 618.61,965.08 1880.26 556.05,965.28 1775.09 421.78,982.57 358.00 691.95,996.54 132.75 517.24,1043.76 1239.08 392.29,1020.30 324.62 294.92,987.52 693.46 629.18
random,11,956.89 86.74 337.10,1001.49 601.51 625.84,1038.99 1132.52 585.05,957.02 155.60 346.61,1020.02 181.83 657.67,975.09 1345.10 587.70,1021.11 489.40 505.49,953.28 988.98 629.02,977.57 320.84 665.78,984.47 1920.05 380.55
random,12,994.35 1684.72 209.95,997.27 1834.07 208.37,1041.16 1736.29 678.79,993.13 932.79 564.40,960.18 530.82 459.71,988.29 1045.48 385.59,1048.06 1139.35 277.63,961.72 547.91 678.79,1005.06 302.12 342.60,982.07 1389.17 453.48
random,13,1038.10 596.15 443.01,1003.07 1056.63 658.33,965.95 1124.23 282.38,961.66 916.00 346.69,1033.75 774.90 691.85,993.16 1704.46 209.99,981.72 1766.05 598.20,989.58 1683.14 361.89,1035.91 246.59 536.97,950.79 239.24 233.37
random,14,950.41 1386.59 329.09,978.99 395.17 489.43,979.53 401.25 408.12,987.61 1684.39 515.61,1002.30 1857.51 362.52,1000.18 854.61 279.96,1017.34 1764.71 257.33,1016.26 837.27 445.80,955.78 1149.37 601.53,1044.98 1179.13 406.35
random,15,1033.12 1221.84 345.02,995.66 1157.05 441.88,985.98 1994.76 390.42,1020.28 560.75 479.63,980.59 1428.21 405.77,994.22 90.05 595.86,1018.19 1524.27 340.28,1048.65 1320.01 376.61,1046.97 1854.94 490.81,1028.46 664.56 409.87
random,16,1010.51 876.46 380.88,958.13 1327.75 435.27,999.61 765.62 555.33,994.29 2003.31 650.75,996.12 928.13 428.23,1029.93 450.00 495.56,966.13 627.79 652.84,1045.09 2021.69 480.98,956.00 297.79 524.21,963.28 724.52 373.44
random,17,995.47 1792.10 264.26,971.84 926.62 232.22,979.63 2040.34 546.25,1037.87 962.87 623.46,953.80 1190.37 354.06,960.23 851.12 493.77,990.05 1566.84 478.87,982.23 341.48 365.81,984.18 661.58 218.29,1011.39 405.82 403.84
random,18,961.03 1896.80 558.27,1049.72 1173.28 456.29,1042.30 906.22 621.28,1013.39 558.78 377.28,986.88 1434.88 580.90,968.96 548.40 379.09,1014.24 888.50 281.16,1030.19 1542.30 200.49,971.32 1599.06 284.87,955.53 661.21 447.13
random,19,1020.54 1485.36 410.80,991.06 1368.63 345.53,957.56 1302.97 544.71,988.69 652.63 541.25,955.43 1982.70 520.02,1001.19 945.16 682.81,1039.45 396.78 248.89,1024.33 98.39 352.05,1049.46 871.08 499.87,1038.21 971.57 640.90
random,20,973.44 1964.07 541.96,1002.64 683.32 550.52,1042.54 962.15 563.40,957.37 1066.43 225.33,1037.43 1962.53 463.57,1030.97 1635.95 537.23,1009.31 534.83 470.73,983.82 1096.03 507.10,1023.38 1459.67 684.32,961.47 543.47 652.21
random,21,990.14 1501.12 397.13,983.72 1635.80 226.96,963.49 1818.13 273.75,1034.90 1413.76 622.55,1040.41 974.63 317.92,1017.86 1350.58 633.58,978.90 1845.20 223.30,963.98 1389.89 435.00,990.24 227.73 416.53,961.14 268.42 278.72
random,22,952.95 1407.99 347.23,973.12 1555.86 462.37,964.51 637.98 297.51,1015.12 449.86 282.85,1002.50 409.36 554.91,1026.04 1476.10 625.86,990.59 1696.07 316.27,1041.86 1191.35 401.08,965.26 100.11 270.11,1000.93 781.48 544.21
random,23,1032.09 1002.15 337.32,1009.17 136.11 297.76,1012.22 595.37 306.48,998.13 445.55 616.95,995.02 51.83 585.05,962.16 803.70 696.51,1036.03 1931.56 251.63,1031.91 116.85 316.77,954.90 109.48 622.25,962.66 918.52 338.20
random,24,995.16 1348.72 463.46,999.44 776.95 347.25,973.39 396.46 394.42,1001.66 1750.55 513.71,1038.40 1860.71 507.47,950.65 1115.32 646.06,992.96 1629.52 427.78,1033.66 604.52 430.87,1032.83 227.35 349.89,1041.98 731.85 606.37
